kecamatan,desa,rt
Tempuling,Teluk Jira,RT 001 RW 001 DUSUN KAPAL PECAH
Tempuling,Teluk Jira,RT 002 RW 001 DUSUN KAPAL PECAH
Tempuling,Teluk Jira,RT 003 RW 001 DUSUN KAPAL PECAH
Tempuling,Teluk Jira,RT 004 RW 002 DUSUN KAPAL PECAH
Tempuling,Teluk Jira,RT 005 RW 002 DUSUN KAPAL PECAH
Tempuling,Teluk Jira,RT 006 RW 002 DUSUN KAPAL PECAH
Tempuling,Teluk Jira,RT 007 RW 003 DUSUN KARYA BARU
Tempuling,Teluk Jira,RT 008 RW 003 DUSUN KARYA BARU
Tempuling,Teluk Jira,RT 009 RW 002 DUSUN KAPAL PECAH
Tempuling,Teluk Jira,RT 010 RW 004 DUSUN HARAPAN
Tempuling,Teluk Jira,RT 011 RW 004 DUSUN HARAPAN
Tempuling,Teluk Jira,RT 012 RW 004 DUSUN HARAPAN
Tempuling,Teluk Jira,RT 013 RW 005 DUSUN HARAPAN
Tempuling,Teluk Jira,RT 014 RW 005 DUSUN HARAPAN
Tempuling,Teluk Jira,RT 015 RW 005 DUSUN HARAPAN
Tempuling,Teluk Jira,RT 016 RW 003 DUSUN KARYA BARU
Tempuling,Teluk Jira,RT 017 RW 004 DUSUN HARAPAN
Tempuling,Mumpa,RT 001 RW 001 DUSUN SUNGAI  PUTRI
Tempuling,Mumpa,RT 002 RW 001 DUSUN SUNGAI PUTRI
Tempuling,Mumpa,RT 003 RW 001 DUSUN SUNGAII PUTRI
Tempuling,Mumpa,RT 004 RW 001 DUSUN SUNGAI PUTRI
Tempuling,Mumpa,RT 005 RW 001 DUSUN SUNGAI PUTRI
Tempuling,Mumpa,RT 001 RW 002 DUSUN SUNGAI PUTRI
Tempuling,Mumpa,RT 002 RW 002 DUSUN SUNGAI PUTRI
Tempuling,Mumpa,RT 003 RW 002 DUSUN SUNGAI PUTRI
Tempuling,Mumpa,RT 001 RW 003 DUSUN  KARYA MAJU
Tempuling,Mumpa,RT 002 RW 003 DUSUN KARYA MAJU
Tempuling,Mumpa,RT 003 RW 003 DUSUN  KARYA MAJU
Tempuling,Mumpa,RT 001 RW 004 DUSUN KARYA MAJU
Tempuling,Mumpa,RT 002 RW 004 DUSUN  KARYA MAJU
Tempuling,Mumpa,RT 003 RW 004 DUSUN KARYA MAJU
Tempuling,Mumpa,RT 004 RW 004 DUSUN  KARYA MAJU
Tempuling,Mumpa,RT 001 RW 005 DUSUN LINTAS INDRAGIRI
Tempuling,Mumpa,RT 002 RW 005 DUSUN LINTAS INDRAGIRI
Tempuling,Mumpa,RT 001 RW 006 DUSUN LINTAS INDRAGIRI
Tempuling,Mumpa,RT 002 RW 006 DUSUN LINTAS INDRAGIRI
Tempuling,Mumpa,RT 001 RW 007 DUSUN CABANG GALAH
Tempuling,Mumpa,RT 002 RW 007 DUSUN CABANG GALAH
Tempuling,Mumpa,RT 003 RW 007 DUSUN CABANG GALAH
Tempuling,Mumpa,RT 004 RW 007 DUSUN CABANG GALAH
Tempuling,Mumpa,RT 005 RW 007 DUSUN CABANG GALAH
Tempuling,Mumpa,PERKEBUNAN DUSUN CABANG GALAH
Tempuling,Teluk Kiambang,RT 001 RW 001 DUSUN PANTAI MUTIARA
Tempuling,Teluk Kiambang,RT 002 RW 006 DUSUN PANTAI MUTIARA
Tempuling,Teluk Kiambang,RT 003 RW 001 DUSUN PANTAI MUTIARA
Tempuling,Teluk Kiambang,RT 004 RW 004 DUSUN PANTAI HARAPAN
Tempuling,Teluk Kiambang,RT 005 RW 006 DUSUN PANTAI MUTIARA
Tempuling,Teluk Kiambang,RT 006 RW 005 DUSUN PANTAI HARAPAN
Tempuling,Teluk Kiambang,RT 007 RW 005 DUSUN PANTAI HARAPAN
Tempuling,Teluk Kiambang,RT 008 RW 004 DUSUN PANTAI HARAPAN
Tempuling,Teluk Kiambang,RT 010 RW 004 DUSUN PANTAI HARAPAN
Tempuling,Teluk Kiambang,RT 011 RW 006 DUSUN PANTAI MUTIARA
Tempuling,Teluk Kiambang,RT 012 RW 001 DUSUN PANTAI MUTIARA
Tempuling,Teluk Kiambang,RT 013 RW 005 DUSUN PANTAI HARAPAN
Tempuling,Teluk Kiambang,RT 014 RW 002 DUSUN CINTA KURNIA
Tempuling,Teluk Kiambang,RT 015 RW 002 DUSUN CINTA KURNIA
Tempuling,Teluk Kiambang,RT 016 RW 002 DUSUN CINTA KURNIA
Tempuling,Teluk Kiambang,RT 017 RW 002 DUSUN CINTA KURNIA
Tempuling,Teluk Kiambang,RT 018 RW 002 DUSUN CINTA KURNIA
Tempuling,Teluk Kiambang,RT 019 RW 002 DUSUN CINTA KURNIA
Tempuling,Teluk Kiambang,RT 020 RW 002 DUSUN CINTA KURNIA
Tempuling,Teluk Kiambang,RT 021 RW 002 DUSUN CINTA KURNIA
Tempuling,Teluk Kiambang,RT 022 RW 003 DUSUN KARYA BHAKTI
Tempuling,Teluk Kiambang,RT 023 RW 003 DUSUN KARYA BHAKTI
Tempuling,Teluk Kiambang,RT 024 RW 003 DUSUN KARYA BHAKTI
Tempuling,Teluk Kiambang,RT 025 RW 003 DUSUN KARYA BHAKTI
Tempuling,Teluk Kiambang,RT 027 RW 003 DUSUN KARYA BHAKTI
Tempuling,Teluk Kiambang,RT 026 RW 003 DUSUN KARYA BHAKTI
Tempuling,Karya Tunas Jaya,RT 001 RW 001 DUSUN BUMI ASIH
Tempuling,Karya Tunas Jaya,RT 002 RW 001 DUSUN BUMI ASIH
Tempuling,Karya Tunas Jaya,RT 003 RW 001 DUSUN BUMI ASIH
Tempuling,Karya Tunas Jaya,RT 004 RW 001 DUSUN BUMI ASIH
Tempuling,Karya Tunas Jaya,RT 005 RW 002 DUSUN SUMBER JAYA
Tempuling,Karya Tunas Jaya,RT 006 RW 002 DUSUN SUMBER JAYA
Tempuling,Karya Tunas Jaya,RT 007 RW 003 DUSUN SUMBER JAYA
Tempuling,Karya Tunas Jaya,RT 008 RW 003 DUSUN SUMBER JAYA
Tempuling,Karya Tunas Jaya,RT 009 RW 003 DUSUN SUMBER JAYA
Tempuling,Karya Tunas Jaya,RT 010 RW 004 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 011 RW 004 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 012 RW 004 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 013 RW 004 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 014 RW 004 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 015 RW 005 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 016 RW 005 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 017 RW 005 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 018 RW 005 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 019 RW 005 DUSUN PEMATAN SARI
Tempuling,Karya Tunas Jaya,RT 020 RW 006 DUSUN INDRA JAYA
Tempuling,Karya Tunas Jaya,RT 021 RW 006 DUSUN INDRA JAYA
Tempuling,Karya Tunas Jaya,RT 022 RW 006 DUSUN INDRA JAYA
Tempuling,Karya Tunas Jaya,RT 023 RW 006 DUSUN INDRA JAYA
Tempuling,Karya Tunas Jaya,RT 024 RW 007 DUSUN TUNAS JAYA
Tempuling,Karya Tunas Jaya,RT 025 RW 007 DUSUN TUNAS JAYA
Tempuling,Karya Tunas Jaya,RT 026 RW 007 DUSUN TUNAS JAYA
Tempuling,Karya Tunas Jaya,RT 027 RW 007 DUSUN TUNAS JAYA
Tempuling,Harapan Jaya,RT 001 RW 001 DUSUN SUKA JADI
Tempuling,Harapan Jaya,RT 002 RW 001 DUSUN SUKA JADI
Tempuling,Harapan Jaya,RT 003 RW 001 DUSUN SUKA JADI
Tempuling,Harapan Jaya,RT 004 RW 002 DUSUN SUKA JADI
Tempuling,Harapan Jaya,RT 005 RW 002 DUSUN SUKA JADI
Tempuling,Harapan Jaya,RT 006 RW 002 DUSUN SUKA JADI
Tempuling,Harapan Jaya,RT 007 RW 003 DUSUN TUNAS BARU
Tempuling,Harapan Jaya,RT 008 RW 003 DUSUN TUNAS BARU
Tempuling,Harapan Jaya,RT 009 RW 004 DUSUN SUMBER HARUM
Tempuling,Harapan Jaya,RT 010 RW 004 DUSUN SUMBER HARUM
Tempuling,Harapan Jaya,RT 011 RW 004 DUSUN SUMBER HARUM
Tempuling,Harapan Jaya,RT 012 RW 004 DUSUN SUMBER HARUM
Tempuling,Harapan Jaya,RT 013 RW 004 DUSUN SUMBER HARUM
Tempuling,Harapan Jaya,RT 014 RW 005 DUSUN SUNGAI MAKAM
Tempuling,Harapan Jaya,RT 015 RW 005 DUSUN SUNGAI MAKAM
Tempuling,Harapan Jaya,RT 016 RW 005 DUSUN SUNGAI MAKAM
Tempuling,Harapan Jaya,RT 017 RW 005 DUSUN SUNGAI MAKAM
Tempuling,Tanjung Pidada,RT 001 RW 001
Tempuling,Tanjung Pidada,RT 002 RW 001
Tempuling,Tanjung Pidada,RT 003 RW 001
Tempuling,Tanjung Pidada,RT 005 RW 002
Tempuling,Tanjung Pidada,RT 006 RW 002
Tempuling,Tanjung Pidada,RT 007 RW 003
Tempuling,Tanjung Pidada,RT 008 RW 003
Tempuling,Tanjung Pidada,RT 009 RW 003
Tempuling,Tanjung Pidada,RT 010 RW 004
Tempuling,Tanjung Pidada,RT 011 RW 004
Tempuling,Tanjung Pidada,RT 012 RW 004
Tempuling,Tanjung Pidada,PENDUDUK KOSONG
Tempuling,Pangkalan Tujuh,RT 002 RW 001
Tempuling,Pangkalan Tujuh,RT 003 RW 001
Tempuling,Pangkalan Tujuh,RT 004 RW 001
Tempuling,Pangkalan Tujuh,RT 005 RW 002
Tempuling,Pangkalan Tujuh,RT 006 RW 002
Tempuling,Pangkalan Tujuh,RT 007 RW 002
Tempuling,Pangkalan Tujuh,RT 008 RW 002
Tempuling,Pangkalan Tujuh,RT 009 RW 002
Tempuling,Pangkalan Tujuh,RT 001 RW 001
Kempas,Bayas Jaya,RT 001 RW 001 DUSUN 01
Kempas,Bayas Jaya,RT 002 RW 001 DUSUN 01
Kempas,Bayas Jaya,RT 003 RW 002 DUSUN 01
Kempas,Bayas Jaya,RT 004 RW 002 DUSUN 01
Kempas,Bayas Jaya,RT 001 RW 003 DUSUN 02
Kempas,Bayas Jaya,RT 002 RW 003 DUSUN 02
Kempas,Bayas Jaya,RT 003 RW 004 DUSUN 02
Kempas,Bayas Jaya,RT 004 RW 004 DUSUN 02
Kempas,Bayas Jaya,RT 005 RW 004 DUSUN 02
Kempas,Bayas Jaya,RT 006 RW 004 DUSUN 02
Kempas,Bayas Jaya,RT 007 RW 004 DUSUN 02
Kempas,Bayas Jaya,RT 007 RW 004 DUSUN 02
Kempas,Bayas Jaya,RT 001 RW 005 DUSUN 03
Kempas,Bayas Jaya,RT 002 RW 005 DUSUN 03
Kempas,Bayas Jaya,RT 003 RW 006 DUSUN 03
Kempas,Bayas Jaya,RT 004 RW 006 DUSUN 03
Kempas,Bayas Jaya,RT 005 RW 006 DUSUN 03
Kempas,Bayas Jaya,RT 001 RW 007 DUSUN 04
Kempas,Bayas Jaya,RT 002 RW 007 DUSUN 04
Kempas,Bayas Jaya,RT 003 RW 007 DUSUN 04
Kempas,Bayas Jaya,RT 004 RW 008 DUSUN 04
Kempas,Bayas Jaya,RT 005 RW 008 DUSUN 04
Kempas,Bayas Jaya,RT 006 RW 008 DUSUN 04
Kempas,Bayas Jaya,RT 001 RW 009 DUSUN 05
Kempas,Bayas Jaya,RT 002 RW 009 DUSUN 05
Kempas,Pekan Tua,RT 001 RW 001 DUSUN KELAPA GADING
Kempas,Pekan Tua,RT 002 RW 001 DUSUN KELAPA GADING
Kempas,Pekan Tua,RT 003 RW 002 DUSUN KELAPA GADING
Kempas,Pekan Tua,RT 004 RW 002 DUSUN KELAPA GADING
Kempas,Pekan Tua,RT 005 RW 003 DUSUN TUA SAKTI
Kempas,Pekan Tua,RT 006 RW 003 DUSUN TUA SAKTI
Kempas,Pekan Tua,RT 007 RW 004 DUSUN TUA SAKTI
Kempas,Pekan Tua,RT 008 RW 004 DUSUN TUA SAKTI
Kempas,Pekan Tua,RT 008 RW 004 DUSUN TUA SAKTI
Kempas,Pekan Tua,RT 009 RW 005 DUSUN SUMBER HARAPAN
Kempas,Pekan Tua,RT 010 RW 005 DUSUN SUMBER HARAPAN
Kempas,Pekan Tua,RT 011 RW 006 DUSUN SUMBER HARAPAN
Kempas,Pekan Tua,RT 012 RW 006 DUSUN SUMBER HARAPAN
Kempas,Pekan Tua,RT 013 RW 007 DUSUN BAHAGIA
Kempas,Pekan Tua,RT 014 RW 007 DUSUN BAHAGIA
Kempas,Pekan Tua,RT 015 RW 008 DUSUN BAHAGIA
Kempas,Pekan Tua,RT 016 RW 008 DUSUN BAHAGIA
Kempas,Pekan Tua,RT 017 RW 009 DUSUN RESPEN BERTUAH
Kempas,Pekan Tua,RT 018 RW 009 DUSUN RESPEN BERTUAH
Kempas,Pekan Tua,RT 019 RW 010 DUSUN RESPEN BERTUAH
Kempas,Pekan Tua,RT 020 RW 010 DUSUN RESPEN BERTUAH
Kempas,Kempas Jaya,RT 001 RW 001 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 002 RW 001 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 001 RW 002 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 002 RW 002 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 001 RW 003 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 002 RW 003 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 003 RW 003 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 004 RW 003 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 001 RW 004 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 002 RW 004 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 003 RW 004 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 004 RW 004 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 004 RW 004 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 001 RW 005 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 002 RW 005 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 003 RW 005 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 004 RW 005 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 001 RW 006 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 002 RW 006 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 003 RW 006 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 004 RW 006 LINGKUNGAN 001
Kempas,Kempas Jaya,RT 001 RW 007 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 002 RW 007 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 003 RW 007 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 004 RW 007 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 005 RW 007 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 001 RW 008 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 002 RW 008 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 001 RW 009 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 002 RW 009 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 003 RW 009 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 004 RW 009 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 005 RW 009 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 001 RW 010 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 002 RW 010 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 003 RW 010 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 004 RW 010 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 005 RW 010 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 001 RW 011 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 002 RW 011 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 003 RW 011 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 004 RW 011 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 005 RW 011 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 006 RW 011 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 007 RW 011 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 001 RW 012 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 002 RW 012 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 003 RW 012 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 004 RW 012 LINGKUNGAN 002
Kempas,Kempas Jaya,RT 001 RW 013 LINGKUNGAN 002
Kempas,Sungai Ara,RT 001 RW 001 DUSUN BERINGIN JAYA
Kempas,Sungai Ara,RT 002 RW 001 DUSUN BERINGIN JAYA
Kempas,Sungai Ara,RT 003 RW 002 DUSUN BERINGIN JAYA
Kempas,Sungai Ara,RT 004 RW 002 DUSUN BERINGIN JAYA
Kempas,Sungai Ara,RT 005 RW 003 DUSUN BERINGIN JAYA
Kempas,Sungai Ara,RT 006 RW 003 DUSUN BERINGIN JAYA
Kempas,Sungai Ara,RT 007 RW 003 DUSUN BERINGIN JAYA
Kempas,Sungai Ara,RT 008 RW 004 DUSUN MEKAR JAYA
Kempas,Sungai Ara,RT 009 RW 004 DUSUN MEKAR JAYA
Kempas,Sungai Ara,RT 010 RW 005 DUSUN MEKAR JAYA
Kempas,Sungai Ara,RT 011 RW 005 DUSUN MEKAR JAYA
Kempas,Sungai Ara,RT 012 RW 005 DUSUN MEKAR JAYA
Kempas,Sungai Ara,RT 013 RW 006 DUSUN CITA HARAPAN
Kempas,Sungai Ara,RT 014 RW 006 DUSUN CITA HARAPAN
Kempas,Sungai Ara,RT 015 RW 006 DUSUN CITA HARAPAN
Kempas,Sungai Ara,RT 016 RW 007 DUSUN
Kempas,Sungai Ara,RT 017 RW 007 DUSUN
Kempas,Sungai Ara,RT 020 RW 007 DUSUN
Kempas,Sungai Ara,RT 018 RW 008 DUSUN
Kempas,Sungai Ara,RT 019 RW 008 DUSUN
Kempas,Harapan Tani,RT 001 RW 001 LINGKUNGAN 001
Kempas,Harapan Tani,RT 002 RW 001 LINGKUNGAN 001
Kempas,Harapan Tani,RT 002 RW 001 LINGKUNGAN 001
Kempas,Harapan Tani,RT 003 RW 001 LINGKUNGAN 001
Kempas,Harapan Tani,RT 004 RW 002 LINGKUNGAN 001
Kempas,Harapan Tani,RT 004 RW 002 LINGKUNGAN 001
Kempas,Harapan Tani,RT 009 RW 002 LINGKUNGAN 001
Kempas,Harapan Tani,RT 024 RW 002 LINGKUNGAN 001
Kempas,Harapan Tani,RT 005 RW 003 LINGKUNGAN 001
Kempas,Harapan Tani,RT 005 RW 003 LINGKUNGAN 001
Kempas,Harapan Tani,RT 005 RW 003 LINGKUNGAN 001
Kempas,Harapan Tani,RT 006 RW 003 LINGKUNGAN 001
Kempas,Harapan Tani,RT 010 RW 003 LINGKUNGAN 001
Kempas,Harapan Tani,RT 011 RW 003 LINGKUNGAN 001
Kempas,Harapan Tani,RT 007 RW 004 LINGKUNGAN 002
Kempas,Harapan Tani,RT 008 RW 004 LINGKUNGAN 002
Kempas,Harapan Tani,RT 012 RW 004 LINGKUNGAN 002
Kempas,Harapan Tani,RT 013 RW 004 LINGKUNGAN 002
Kempas,Harapan Tani,RT 014 RW 005 LINGKUNGAN 002
Kempas,Harapan Tani,RT 015 RW 005 LINGKUNGAN 002
Kempas,Harapan Tani,RT 016 RW 005 LINGKUNGAN 002
Kempas,Harapan Tani,RT 019 RW 006 LINGKUNGAN 003
Kempas,Harapan Tani,RT 020 RW 006 LINGKUNGAN 003
Kempas,Harapan Tani,RT 021 RW 007 LINGKUNGAN 003
Kempas,Harapan Tani,RT 023 RW 007 LINGKUNGAN 003
Kempas,Harapan Tani,RT 022 RW 003 LINGKUNGAN 003
Kempas,Harapan Tani,RT 018 RW 008 LINGKUNGAN 003
Kempas,Harapan Tani,KEBUN PAK H.TENDRI
Kempas,Karya Tani,RT 001 RW 001 DUSUN KARYA NYATA
Kempas,Karya Tani,RT 003 RW 002 DUSUN KARYA BERSATU
Kempas,Karya Tani,RT 004 RW 002 DUSUN KARYA BERSATU
Kempas,Karya Tani,RT 005 RW 003 DUSUN KARYA BERSATU
Kempas,Karya Tani,RT 006 RW 003 DUSUN KARYA BARU
Kempas,Karya Tani,RT 007 RW 004 DUSUN KARYA BARU
Kempas,Karya Tani,RT 008 RW 004 DUSUN KARYA BARU
Kempas,Karya Tani,RT 009 RW 005 DUSUN KARYA BERSAMA
Kempas,Karya Tani,RT 010 RW 005 DUSUN KARYA BERSAMA
Kempas,Karya Tani,RT 011 RW 006 DUSUN KARYA BERSAMA
Kempas,Karya Tani,RT 012 RW 006 DUSUN KARYA BERSAMA
Kempas,Karya Tani,RT 013 RW 001 DUSUN KARYA NYATA
Kempas,Karya Tani,RT 014 RW 002 DUSUN KARYA BERSATU
Kempas,Karya Tani,PERKEBUNAN PT
Kempas,Rumbai Jaya,RT 001 RW 001 DUSUN MAWAR SARI
Kempas,Rumbai Jaya,RT 002 RW 001 DUSUN MAWAR SARI
Kempas,Rumbai Jaya,RT 003 RW 001 DUSUN MAWAR SARI
Kempas,Rumbai Jaya,RT 004 RW 001 DUSUN MAWAR SARI
Kempas,Rumbai Jaya,RT 005 RW 002 DUSUN TEGAL WANGI
Kempas,Rumbai Jaya,RT 006 RW 002 DUSUN TEGAL WANGI
Kempas,Rumbai Jaya,RT 007 RW 002 DUSUN TEGAL WANGI
Kempas,Rumbai Jaya,RT 008 RW 003 DUSUN TEGAL WANGI
Kempas,Rumbai Jaya,RT 009 RW 003 DUSUN TEGAL WANGI
Kempas,Rumbai Jaya,RT 010 RW 003 DUSUN TEGAL WANGI
Kempas,Rumbai Jaya,RT 011 RW 003 DUSUN TEGAL WANGI
Kempas,Rumbai Jaya,RT 012 RW 004 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 013 RW 004 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 014 RW 004 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 014 RW 004 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 015 RW 004 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 016 RW 005 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 017 RW 005 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 018 RW 005 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 019 RW 005 DUSUN WARINGIN SARI
Kempas,Rumbai Jaya,RT 020 RW 006 DUSUN SUKAJADI
Kempas,Rumbai Jaya,RT 021 RW 006 DUSUN SUKAJADI
Kempas,Rumbai Jaya,RT 022 RW 007 DUSUN SUKAJADI
Kempas,Rumbai Jaya,RT 023 RW 007 DUSUN SUKAJADI
Kempas,Rumbai Jaya,RT 024 RW 008 DUSUN SUKAJADI
Kempas,Rumbai Jaya,RT 025 RW 008 DUSUN SUKAJADI
Kempas,Rumbai Jaya,RT 026 RW 009 DUSUN KADUNG WARINGIN
Kempas,Rumbai Jaya,RT 027 RW 009 DUSUN KADUNG WARINGIN
Kempas,Rumbai Jaya,RT 028 RW 009 DUSUN KADUNG WARINGIN
Kempas,Rumbai Jaya,RT 029 RW 009 DUSUN KADUNG WARINGIN
Kempas,Rumbai Jaya,RT 030 RW 010 DUSUN KADUNG WARINGIN
Kempas,Rumbai Jaya,RT 031 RW 010 DUSUN KADUNG WARINGIN
Kempas,Rumbai Jaya,RT 032 RW 010 DUSUN KEDUNG WARINGIN
Kempas,Sungai Gantang,RT 001 RW 001 DUSUN SUKATAN INDAH
Kempas,Sungai Gantang,RT 002 RW 001 DUSUN SUKATAN INDAH
Kempas,Sungai Gantang,RT 003 RW 002 DUSUN SUKATAN INDAH
Kempas,Sungai Gantang,RT 004 RW 003 DUSUN SUKATAN INDAH
Kempas,Sungai Gantang,RT 005 RW 003 DUSUN SUKATAN INDAH
Kempas,Sungai Gantang,RT 007 RW 004 DUSUN MEKAR SERUMPUN
Kempas,Sungai Gantang,RT 008 RW 004 DUSUN MEKAR SERUMPUN
Kempas,Sungai Gantang,RT 009 RW 005 DUSUN MEKAR SERUMPUN
Kempas,Sungai Gantang,RT 010 RW 005 DUSUN MEKAR SERUMPUN
Kempas,Sungai Gantang,RT 010 RW 005 DUSUN MEKAR SERUMPUN
Kempas,Sungai Gantang,RT 011 RW 006 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 011 RW 006 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 012 RW 006 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 013 RW 007 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 013 RW 007 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 013 RW 007 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 014 RW 007 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 014 RW 007 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 014 RW 007 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 017 RW 007 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 017 RW 007 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 015 RW 008 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 023 RW 008 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,RT 018 RW 009 DUSUN SIMPANG TELUK MEDAN
Kempas,Sungai Gantang,RT 018 RW 009 DUSUN SIMPANG TELUK MEDAN
Kempas,Sungai Gantang,RT 019 RW 010 DUSUN SIMPANG TELUK MEDAN
Kempas,Sungai Gantang,RT 024 RW 009 DUSUN SIMPANG TELUK MEDAN
Kempas,Sungai Gantang,RT 020 RW 010 DUSUN SIMPANG TELUK MEDAN
Kempas,Sungai Gantang,RT 021 RW 010 DUSUN SIMPANG TELUK MEDAN
Kempas,Sungai Gantang,RT 022 RW 010 DUSUN SIMPANG TELUK MEDAN
Kempas,Sungai Gantang,RT 006 RW 003 DUSUN SUKA TANI INDAH
Kempas,Sungai Gantang,RT 025 RW 005 DUSUN SERUMPUN
Kempas,Sungai Gantang,RT 016 RW 008 DUSUN RUMBAI SEJUK
Kempas,Sungai Gantang,KEBUN
Kempas,Sungai Gantang,PERKEBUNAN KELAPA
Kempas,Sungai Rabit,RT 001 RW 001 DUSUN 02
Kempas,Sungai Rabit,RT 002 RW 001 DUSUN 02
Kempas,Sungai Rabit,RT 003 RW 002 DUSUN 02
Kempas,Sungai Rabit,RT 004 RW 002 DUSUN 02
Kempas,Sungai Rabit,RT 005 RW 003 DUSUN 01
Kempas,Sungai Rabit,RT 006 RW 003 DUSUN 01
Kempas,Sungai Rabit,RT 007 RW 004 DUSUN 01
Kempas,Sungai Rabit,RT 008 RW 004 DUSUN 01
Kempas,Kerta Jaya,RT 001 RW 001 DUSUN MANDIRI
Kempas,Kerta Jaya,RT 002 RW 001 DUSUN MANDIRI
Kempas,Kerta Jaya,RT 003 RW 002 DUSUN MAJU JAYA
Kempas,Kerta Jaya,RT 004 RW 002 DUSUN MAJU JAYA
Kempas,Kerta Jaya,RT 005 RW 003 DUSUN MEKAR JAYA
Kempas,Kerta Jaya,RT 006 RW 003 DUSUN MEKAR JAYA
Kempas,Kerta Jaya,RT 007 RW 003 DUSUN MEKAR JAYA
Kempas,Kerta Jaya,RT 008 RW 005 DUSUN LIMAU MANIS
